scraped_org_name,source_type,source_name,role,source_url,verified_nonprofit,propublica_ein,propublica_org_name
Kaiser Permanente Southern California,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kaiser Permanente,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kalamazoo Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kalliopeia Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kansas Association of Community Foundations,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kansas Rural Communities Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"J.M. Kaplan Fund, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Karuna Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Ewing Marion Kauffman Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kearney Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kenneth Rainin Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kern Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kern River Valley Community Funds,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kettering Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Key Biscayne Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Stephen & Tabitha King Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kirkpatrick Family Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kirsch Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kisco Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kitsap Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kiva,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Klarman Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Klingenstein Third Generation Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
John S. and James L. Knight Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kosasa Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kulas Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Albert Kunstadter Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Kurland Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
La Crosse Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
La Salle International Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
La Centra-Sumerlin Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lake County Community Foundation (MI),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Lake County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lake County Community Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lois and Lucy Lampkin Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lancaster County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Laredo Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Latino Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Blanche & Irving Laurie Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Law Hesselbaum LLP,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
League of California Community Foundations,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Learning to Give,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lehigh Valley Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lenoir County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Leona M. and Harry B. Helmsley Charitable Trust,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Leonard & Beryl Buck Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Dean & Margaret Lesher Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"The A.L. Levine Family Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Liberty Mutual Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
LII Lennox Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lilly Endowment Inc.,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Lima Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Lincoln Community Foundation, Inc. (NE)",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lincoln County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Lincoln County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lincoln Valley Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Live Well Foundation of South Lake,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Livonia Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Long Beach Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Long Island Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Longmont Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Longview Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Longwood Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Los Alamos National Laboratory Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Los Altos Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Louisiana Parks Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Louisiana Real Estate Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Family Foundation of Southwest Louisiana,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Richard Lounsbery Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Tom and Judy Love Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,true,463640241,Tom And Judy Love Foundation
Lawrence Choy Lowe Memorial Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lowell Area Community Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lubetzky Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"The Henry Luce Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lumina Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Luzerne Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lyndhurst Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lynx Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
John D. and Catherine T. MacArthur Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Macon County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Madison Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Madison County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Magic Cabinet,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mahoney Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Main Street Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Maine Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Maine Community Supporting Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Making a Difference Foundation (UT),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Mamoru and Aiko Takitani Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mankato Area Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mansfield Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation of Jackson County,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Margaret A. Cargill Philanthropies,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Marin Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Marion Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Marisla Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Community Foundation Martin-St. Lucie,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Martinsville Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mary & Robert Pew Public Education Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mary Louise Dobson Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mary Ruth Weisel Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Maryland Philanthropy Network,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Mason Investment Advisory Services, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mavericks Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
May and Stanley Smith Charitable Trust,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Mayday Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The McConnell Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
McCune Foundation (CA),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
James S. McDonnell Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
McDowell Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
McEachern Endowment Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"MCF Gift Fund, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
McFeely-Rogers Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Curtis W. McGraw Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
McGregor Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
McKnight Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The McLean Contributionship,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
McPherson County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Meadows Foundation (TX),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Meagher County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mecosta County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Medina County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Medtronic Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mellon Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Melville Charitable Trust,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mertz Gilmore Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
MetLife Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
MetroWest Health Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Meyer Memorial Trust,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Miami County Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Miami Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Miami HEAT Charitable Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Micron Technology Foundation Inc.,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Mid-Shore Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
MillerKnoll Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Millstone Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mineral County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Minneapolis Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Miramar Services, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Missouri Foundation for Health,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Mitsui USA Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
MJS Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Monitors Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Montana Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Montgomery County Community Foundation (TX),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Montour County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Gordon and Betty Moore Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Moore County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Moore Impact,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Morgan Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Morgan Hill Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Morton Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mother Cabrini Health Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Motorola Solutions Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Charles Stewart Mott Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mount Airy Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mount Dora Community Trust,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Musselshell Valley Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Mutual of Omaha Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Kellner Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Nancy Smith Hurd Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Nasdaq Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
National Center for Family Philanthropy,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
National Committee for Responsive Philanthropy,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
National Community Action Partnership,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
National Philanthropic Trust,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Natural Resources Foundation of Wisconsin,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Craig H. Neilsen Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Nellie Mae Education Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
New Balance Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
New Braunfels Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
New Hampshire Charitable Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
New Hanover Community Endowment,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
New Mexico Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
New Pluralists Collaborative,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The New York Community Trust,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
NGOsource/TechSoup Global,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Nicholas County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Nonprofit Sustainability Initiative,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Nord Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Kenneth T. & Eileen L. Norris Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"North Carolina Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"North Central Health Services, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
North Dakota Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
North Georgia Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
North Valley Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Northampton County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Northern Chautauqua Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Northern Cincinnati Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Northern New York Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Northrop Grumman Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Northwest Area Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Northwest Connecticut Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
NY Funders Alliance,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Nye Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
A. Lindsay and Olive B. O'Connor Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"The O'Grady Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Oak Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Oak Tree Philanthropic Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Ocean Reef Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Office of Eric Schmidt,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Oklahoma City Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,true,237024262,Oklahoma City Community Foundation Inc
Okoboji Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Omaha Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Omidyar Network,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
One Valley Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Onslow County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Open Society Foundations,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Open Society Institute of Baltimore,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Orange County Community Foundation (CA),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Oregon Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Oro Valley Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Ortega Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Osceola County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Oshkosh Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Our Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Our Fund Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Outer Banks Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Owens Corning Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Pablo Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The David & Lucile Packard Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Palm Healthcare Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Palm Springs Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Palo Alto Community Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pamlico County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Park City Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Park County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Parkersburg Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Funders Together for Housing Justice,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pasadena Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Paso del Norte Health Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
PATH Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Patterson Belknap Webb & Tyler LLP,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Paul Liebman Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Paul M. Angell Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
PayPal Giving Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Peace and Security Funders Group,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Peacock Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
PEDIGREE Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pella Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pender County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Peninsula Community Foundation of Virginia,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
William Penn Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,true,231503488,William Penn Foundation
Per Artes Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Jorge M. Perez Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Perry County Community Foundation (PA),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Person County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Pew Charitable Trusts,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Phelps County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Philadelphia Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Philanthropic Initiative (TPI),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Philanthropy California,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Philanthropy for Active Civic Engagement (PACE),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Philanthropy Ohio,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Philanthropy Southeast,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Phillips County Community Foundation (MT),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pikes Peak Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pincus Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Pinkerton Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pinky And Joe Brier Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Minnie Stevens Piper Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Virginia G. Piper Charitable Trust,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Piqua Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pirkle Jones Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pitt County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pittsburgh Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Placer Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pleasants Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,true,141917606,Pleasants Community Foundation Inc
The Podiatry Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Polk Bros. Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"The Polk County Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Porter County Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pottstown Regional Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Powder River Community Endowment Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Powell County Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Conrad Prebys Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Prebys Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Princeton Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Pritzker Pucker Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Puffin Foundation Ltd.,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Quad Cities Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Quinn Hill Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Racine Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Radical Imagination Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Railsplitter Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Ralph C. Wilson, Jr. Foundation",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Ralph M. Parsons Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Randolph County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
John Randolph Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Raskob Foundation for Catholic Activities, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Rasmuson Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Reach Resilience,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Red Lodge Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Redwater Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Reissa Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
